ID,IS_HCP,taxonomy
115960,0,2084P0800X
115961,0,207T00000X
115962,0,2084N0400X
115963,0,2084P0800X
115964,0,2084P0800X
115965,0,2084P0800X
115966,0,207W00000X
115967,0,2084P0800X
115968,0,2084P0800X
115969,0,2084P0800X
115970,0,2084P0800X
115971,0,2084P0800X
115972,0,2084P0800X
115973,1,2084N0600X
115974,0,2084N0400X
115975,0,2084P0800X
115976,0,2084P0800X
115977,0,2084P0800X
115978,0,2084P0800X
115979,0,2084P0800X
115980,0,2084P0800X
115981,0,2084P0800X
115982,0,2084P0800X
115983,1,2084N0600X
115984,0,2084P0800X
115985,0,2084P0800X
115986,0,2084P0800X
115987,0,363LF0000X
115988,0,2084P0800X
115989,0,2084P0800X
115990,0,2084P0800X
115991,0,2084P0800X
115992,0,2084P0800X
115993,0,2084P0800X
115994,0,207RH0003X
115995,0,2084P0800X
115996,0,2084P0800X
115997,0,2084P0800X
115998,0,2084P0800X
115999,0,2084P0800X
116000,0,2084P0800X
116001,0,2084P0800X
116002,0,2084P0800X
116003,0,2084P0800X
116004,0,2084P0800X
116005,0,2084P0800X
116006,0,207Q00000X
116007,0,2084P0800X
116008,0,2084N0400X
116009,0,207R00000X
116010,0,2084P0800X
116011,1,207Q00000X
116012,0,2084P0800X
116013,0,2084P0800X
116014,0,2084P0800X
116015,0,2084P0800X
116016,0,2084P0800X
116017,0,2084P0800X
116018,0,2084P0800X
116019,0,2084P0800X
116020,0,2084P0800X
116021,0,2084P0800X
116022,0,2084P0800X
116023,0,2084P0800X
116024,0,2084P0800X
116025,1,2084P0800X
116026,0,2084P0800X
116027,0,2084P0800X
116028,0,2084P0800X
116029,0,2084P0800X
116030,0,2084P0800X
116031,0,2084P0800X
116032,0,2084P0800X
116033,1,2084P0800X
116034,1,2084P0800X
116035,0,2084P0800X
116036,0,2084P0800X
116037,0,2084P0800X
116038,0,2084P0800X
116039,0,2084P0800X
116040,0,2084P0800X
116041,0,2084P0800X
116042,0,2084P0800X
116043,0,2084P0800X
116044,1,2084P0800X
116045,0,207Q00000X
116046,0,2084P0800X
116047,0,2084P0800X
116048,1,2084P0800X
116049,0,2084P0800X
116050,0,2084P0800X
116051,0,2084P0800X
116052,0,2084P0800X
116053,0,2084P0800X
116054,0,2084P0800X
116055,1,2084P0800X
116056,0,2084P0800X
116057,0,207Q00000X
116058,0,2084N0400X
116059,0,2084P0800X
116060,0,2084P0800X
116061,0,2084P0800X
116062,0,2084P0800X
116063,0,207R00000X
116064,0,2084P0800X
116065,1,2084N0400X
116066,0,2084P0800X
116067,0,2084P0800X
116068,0,2084P0800X
116069,0,2084P0800X
116070,0,2084P0800X
116071,0,2084P0800X
116072,0,2084P0800X
116073,0,2084P0800X
116074,0,2084P0800X
116075,0,2084P0800X
116076,0,2084P0800X
116077,0,2084P0800X
116078,0,2084N0400X
116079,0,208000000X
116080,0,2084P0800X
116081,0,207R00000X
116082,0,2084N0400X
116083,0,2084P0800X
116084,0,2084N0400X
116085,0,2084P0800X
116086,0,2084P0800X
116087,0,2084P0800X
116088,0,2084P0800X
116089,0,2084P0800X
116090,0,2084P0800X
116091,0,2084P0800X
116092,1,2084P0800X
116093,0,2084P0800X
116094,0,2084P0800X
116095,0,207W00000X
116096,0,363AM0700X
116097,0,207R00000X
116098,1,2084P0800X
116099,0,2084P0800X
116100,0,2084N0400X
116101,0,2084P0800X
116102,0,2084P0800X
116103,0,2084P0800X
116104,0,2084P0800X
116105,0,2084P0800X
116106,0,2084P0800X
116107,0,207Q00000X
116108,0,2084P0800X
116109,0,2084P0800X
116110,0,2084P0800X
116111,0,2084P0800X
116112,0,2084P0800X
116113,0,2084P0800X
116114,1,2084P0800X
116115,0,2084P0800X
116116,0,2084P0800X
116117,0,2084N0400X
116118,0,2084P0800X
116119,0,2084P0800X
116120,0,2084P0800X
116121,0,207Q00000X
116122,0,2084P0800X
116123,0,2084P0800X
116124,0,2084P0800X
116125,0,2084P0800X
116126,1,2084P0800X
116127,0,207T00000X
116128,0,2084P0800X
116129,0,2084P0800X
116130,0,2084P0800X
116131,0,2084P0800X
116132,0,2084P0800X
116133,0,2084P0800X
116134,0,2084P0800X
116135,0,2084P0800X
116136,0,2084N0600X
116137,0,2084P0800X
116138,0,2084P0800X
116139,0,2084P0800X
116140,0,2084P0800X
116141,0,2084P0800X
116142,0,2084P0800X
116143,0,2084N0400X
116144,0,2084P0800X
116145,0,2084P0800X
116146,0,2084P0800X
116147,0,2084P0800X
116148,0,2084P0800X
116149,0,2084P0800X
116150,0,2084P0800X
116151,0,2084P0800X
116152,0,2084P0800X
116153,0,2084P0800X
116154,0,2084P0800X
116155,0,2084P0800X
116156,0,2084P0800X
116157,0,2084P0800X
116158,0,2084P0800X
116159,0,2084P0800X
116160,0,2084P0800X
116161,0,2084P0800X
116162,0,2084P0800X
116163,0,2084P0800X
116164,0,208M00000X
116165,0,2084V0102X
116166,1,2084P0800X
116167,0,208000000X
116168,1,2084P0800X
116169,0,2084P0800X
116170,0,2084P0800X
116171,1,207T00000X
116172,0,2084P0800X
116173,0,2084P0800X
116174,0,2084P0800X
116175,0,2084P0800X
116176,0,2084P0800X
116177,0,2084N0400X
116178,0,2084P0800X
116179,0,207R00000X
116180,0,2084P0800X
116181,0,2084P0800X
116182,0,2084P0800X
116183,0,2084P0800X
116184,0,2084P0800X
116185,0,2084P0800X
116186,0,2084P0800X
116187,0,2084P0800X
116188,0,2084P0800X
116189,0,207Q00000X
116190,0,2084P0800X
116191,0,2084P0800X
116192,0,2084P0800X
116193,0,2084P0800X
116194,0,2084P0800X
116195,0,207Q00000X
116196,0,2084P0800X
116197,0,207R00000X
116198,0,2084P0800X
116199,0,2084P0800X
116200,0,2084P0800X
116201,0,2084P0800X
116202,0,2084P0800X
116203,0,2084P0800X
116204,0,2084A0401X
116205,0,2084P0800X
116206,0,2084N0400X
116207,0,2084P0800X
116208,0,2084P0800X
116209,0,2084P0800X
116210,0,2084P0800X
116211,0,2084P0800X
116212,0,2084P0800X
116213,0,207R00000X
116214,0,2084P0800X
116215,0,2084N0400X
116216,0,2084P0800X
116217,0,2084P0800X
116218,0,2084P0800X
116219,1,2084P0800X
116220,0,2084P0800X
116221,0,2084P0800X
116222,0,2084P0800X
116223,0,152W00000X
116224,0,2084P0800X
116225,0,207W00000X
116226,1,2084B0040X
116227,0,363LP0808X
116228,0,2084P0800X
116229,0,2084P0800X
116230,0,2084P0800X
116231,1,2084P0800X
116232,0,2084P0800X
116233,0,2084P0800X
116234,0,2084N0400X
116235,0,2084P0800X
116236,0,2084P0800X
116237,0,207RC0200X
116238,0,2084P0800X
116239,0,2084P0800X
116240,0,2084P0800X
116241,0,2084P0804X
116242,0,2084P0800X
116243,0,2084P0800X
116244,0,2084P0800X
116245,0,2084P0800X
116246,0,2084P0800X
116247,1,2084P0800X
116248,0,2084P0800X
116249,0,2084P0800X
116250,0,2084P0800X
116251,0,2084P0800X
116252,0,2084P0800X
116253,0,2084P0800X
116254,0,2084P0800X
116255,1,208000000X
116256,0,2084P0800X
116257,0,2084P0800X
116258,0,2084P0800X
116259,0,207R00000X
116260,1,2084P0800X
116261,0,2084P0800X
116262,0,2084P0800X
116263,0,2084P0800X
116264,0,2084P0800X
116265,0,207R00000X
116266,0,2084P0800X
116267,0,207VF0040X
116268,0,207N00000X
116269,0,2084P0800X
116270,0,2084P0800X
116271,0,207Q00000X
116272,0,2084P0800X
116273,0,207ZP0102X
116274,0,2084P0800X
116275,0,2084P0800X
116276,1,2084P0800X
116277,0,2084P0800X
116278,0,2084P0800X
116279,0,2084P0800X
116280,0,2084P0800X
116281,0,2084P0800X
116282,0,2084P0800X
116283,0,2084P0800X
116284,0,2084P0800X
116285,0,2084P0800X
116286,0,2084P0800X
116287,1,2084P0800X
116288,0,2084P0800X
116289,0,2084P0800X
116290,0,2084P0800X
116291,0,2084P0800X
116292,0,2084P0800X
116293,0,2084P0800X
116294,0,2084N0400X
116295,0,2084P0800X
116296,0,2084P0800X
116297,0,2084P0800X
116298,0,2084P0800X
116299,0,2084N0400X
116300,0,363L00000X
116301,0,207RC0000X
116302,0,2084P0800X
116303,0,2084N0400X
116304,0,2084P0800X
116305,1,2084P0800X
116306,0,2084P0800X
116307,0,2084P0800X
116308,0,2084P0800X
116309,0,207R00000X
116310,0,2084P0800X
116311,1,2084N0400X
116312,0,2084P0800X
116313,0,2084P0800X
116314,0,2084P0800X
116315,0,2084P0800X
116316,0,207Q00000X
116317,0,2084P0800X
116318,0,207R00000X
116319,0,2084P0800X
116320,0,2084P0800X
116321,0,2084P0800X
116322,1,2084P0800X
116323,0,2084P0800X
116324,0,207R00000X
116325,0,2084P0800X
116326,0,2084P0800X
116327,0,2084P0800X
116328,0,2084P0800X
116329,0,2084P0800X
116330,0,2084P0800X
116331,0,2084P0800X
116332,0,2084N0400X
116333,0,2084P0800X
116334,1,2084P0800X
116335,0,2084P0800X
116336,0,2084P0800X
116337,0,2084P0800X
116338,0,2084P0800X
116339,0,2084P0800X
116340,0,208000000X
116341,0,2084P0800X
116342,0,2084N0402X
116343,1,2084P0800X
116344,0,2084P0800X
116345,0,2084P0800X
116346,0,2084P0800X
116347,0,2084P0800X
116348,0,2084N0400X
116349,0,2084P0800X
116350,0,2084P0800X
116351,0,163WP0809X
116352,0,2084P0800X
116353,0,207Q00000X
116354,0,2084P0800X
116355,0,2084P0800X
116356,0,2084P0800X
116357,0,2084P0800X
116358,0,2084P0800X
116359,0,2084N0400X
116360,1,2084P0800X
116361,0,207Q00000X
116362,0,2084P0800X
116363,0,2084P0800X
116364,1,2084P0800X
116365,0,2084P0800X
116366,1,2084P0800X
116367,0,2084P0800X
116368,0,207R00000X
116369,0,2084P0800X
116370,0,2084P0800X
116371,0,208000000X
116372,0,2084P0800X
116373,0,2084P0800X
116374,0,207Q00000X
116375,0,2084P0800X
116376,0,2084P0800X
116377,0,2084N0400X
116378,0,2084P0800X
116379,0,2084N0400X
116380,0,2084P0800X
116381,0,207RI0011X
116382,0,2084P0800X
116383,0,2084P0800X
116384,1,2084P0800X
116385,0,2084P0800X
116386,0,2084N0400X
116387,0,2084P0804X
116388,0,2084P0800X
116389,0,2084P0800X
116390,0,2084N0400X
116391,0,207R00000X
116392,0,2084P0800X
116393,0,2084P0800X
116394,0,207L00000X
116395,0,2084P0800X
116396,0,2084P0800X
116397,0,2084N0400X
116398,0,2084P0800X
116399,0,2084P0800X
116400,0,2084P0800X
116401,0,2084P0800X
116402,0,2084P0800X
116403,0,207R00000X
116404,0,2084P0800X
116405,0,207R00000X
116406,0,2084P0800X
116407,0,2084P0800X
116408,0,2084N0400X
116409,0,207RI0200X
116410,0,207R00000X
116411,0,2084P0800X
116412,0,2084P0800X
116413,0,2084P0800X
116414,0,2084P0800X
116415,0,2084P0800X
116416,0,2084P0800X
116417,0,207R00000X
116418,0,207Q00000X
116419,0,2084P0800X
116420,0,363LP0808X
116421,0,2084P0800X
116422,0,207Q00000X
116423,0,2084P0800X
116424,1,2084P0800X
116425,0,207Q00000X
116426,0,2084P0800X
116427,0,2084P0800X
116428,0,2084P0800X
116429,0,2084P0800X
116430,0,2084P0800X
116431,0,2084P0800X
116432,0,2084P0800X
116433,0,207RC0000X
116434,0,2084P0800X
116435,0,2084P0800X
116436,0,208000000X
116437,0,208600000X
116438,0,2084P0800X
116439,0,2084P0800X
116440,0,2084P0800X
116441,0,2084P0800X
116442,0,2084P0800X
116443,0,2084P0800X
116444,0,207R00000X
116445,0,2084N0402X
116446,0,2084P0800X
116447,0,2084P0800X
116448,0,2084N0400X
116449,0,2084N0400X
116450,0,2084P0800X
116451,0,2084P0800X
116452,0,2084P0800X
116453,0,2084P0800X
116454,0,2084N0400X
116455,0,2085R0202X
116456,1,2084P0800X
116457,0,2084P0800X
116458,0,2084P0800X
116459,0,2084P0800X
116460,0,2084P0800X
116461,0,2084P0800X
116462,0,207P00000X
116463,0,2084P0800X
116464,0,2084P0800X
116465,0,363A00000X
116466,0,2084P0800X
116467,0,2084P0800X
116468,0,2084P0800X
116469,0,2084P0800X
116470,0,2084P0800X
116471,0,2084P0800X
116472,0,2084N0400X
116473,0,2084N0400X
116474,0,2084N0400X
116475,0,2084P0800X
116476,0,2084P0800X
116477,0,2084P0800X
116478,0,2084P0800X
116479,0,207R00000X
116480,0,2084P0800X
116481,0,2084P0800X
116482,0,2084P0800X
116483,0,2084P0800X
116484,0,2084P0800X
116485,0,2084P0800X
116486,0,2084P0800X
116487,0,2084P0800X
116488,0,2084P0800X
116489,0,2084N0400X
116490,0,2084P0800X
116491,0,2084P0800X
116492,0,207N00000X
116493,0,2084P0800X
116494,0,2084P0800X
116495,0,2084P0800X
116496,0,2084P0800X
116497,1,2084P0800X
116498,0,2084P0800X
116499,1,2084P0800X
116500,0,2084P0800X
116501,0,2084P0800X
116502,0,2084P0800X
116503,0,2084P0800X
116504,0,2084P0800X
116505,0,2084P0800X
116506,0,2084P0800X
116507,0,2084N0600X
116508,0,2084P0800X
116509,0,2084P0800X
116510,0,2084P0800X
116511,0,2084P0800X
116512,0,2084N0400X
116513,0,2084P0800X
116514,0,364SP0807X
116515,0,2084P0800X
116516,1,207W00000X
116517,0,207Q00000X
116518,0,2084N0400X
116519,0,2084P0804X
116520,0,2084P0800X
116521,0,207Q00000X
116522,0,363L00000X
116523,0,207Q00000X
116524,0,2084P0800X
116525,0,2084P0800X
116526,0,2084P0800X
116527,0,2084P0800X
116528,0,2084P0800X
116529,0,207RI0200X
116530,0,2084P0800X
116531,0,2084P0800X
116532,0,2084P0800X
116533,0,2084P0800X
116534,0,2084P0800X
116535,0,2084P0800X
116536,1,2084P0800X
116537,1,2084P0800X
116538,0,2084P0800X
116539,0,207RG0300X
116540,0,2084P0800X
116541,0,2084P0800X
116542,1,2084P0800X
116543,1,207RG0100X
116544,0,2084P0800X
116545,0,2084P0800X
116546,0,2084P0800X
116547,0,2084P0800X
116548,0,2084P0800X
116549,0,2084P0800X
116550,0,2084P0800X
116551,0,2084P0800X
116552,1,2084P0800X
116553,0,2084P0800X
116554,0,2084P0800X
116555,0,2084P0800X
116556,0,2084N0400X
116557,0,2084P0800X
116558,0,2080P0008X
116559,0,2084P0800X
116560,0,2084P0800X
116561,0,2084P0800X
116562,0,2084P0800X
116563,0,2084P0800X
116564,0,2084P0800X
116565,0,2084P0800X
116566,0,2084P0800X
116567,0,2084P0800X
116568,0,2084P0800X
116569,0,2084P0800X
116570,1,2084P0800X
116571,0,207Q00000X
116572,0,2084P0800X
116573,0,2084P0800X
116574,0,2084P0800X
116575,0,2084P0800X
116576,0,2084P0800X
116577,0,2084P0800X
116578,0,2084P0800X
116579,0,208D00000X
116580,1,2084P0800X
116581,0,2084P0800X
116582,0,2084P0800X
116583,0,2084P0800X
116584,0,2084P0800X
116585,0,2084N0400X
116586,0,207Q00000X
116587,0,2084P0800X
116588,1,2084P0800X
116589,0,2084P0800X
116590,0,2084P0800X
116591,0,2084P0800X
116592,0,2084N0402X
116593,0,2084N0400X
116594,1,2084P0800X
116595,1,2084P0800X
116596,0,2084P0800X
116597,0,208000000X
116598,0,2084P0800X
116599,0,2084P0800X
116600,0,2084P0800X
116601,0,2084P0800X
116602,1,2084P0800X
116603,0,2084N0600X
116604,0,2084P0800X
116605,0,2084P0800X
116606,0,2084N0400X
116607,0,2084P0800X
116608,0,2084P0800X
116609,0,2084P0800X
116610,0,2084P0800X
116611,0,2084P0800X
116612,0,2084P0800X
116613,0,2084P0800X
116614,0,2084P0800X
116615,0,207R00000X
116616,0,2084P0800X
116617,0,2084P0800X
116618,0,2084P0800X
116619,0,207T00000X
116620,0,2084P0800X
116621,0,2084S0012X
116622,0,2084P0800X
116623,0,2084P0800X
116624,0,2084P0800X
116625,0,2084P0800X
116626,0,2084P0800X
116627,1,2084N0400X
116628,1,2084P0800X
116629,0,2084N0600X
116630,0,2084P0800X
116631,0,2084P0800X
116632,0,2084P0800X
116633,0,2084P0804X
116634,0,2084P0800X
116635,0,2084P0800X
116636,0,207R00000X
116637,0,2084P0800X
116638,1,2084P0800X
116639,1,2084P0800X
116640,0,2084P0800X
116641,0,2084P0800X
116642,0,2084P0800X
116643,0,2084P0800X
116644,0,2084P0800X
116645,0,2084P0800X
116646,0,207RG0300X
116647,0,2084P0800X
116648,0,207V00000X
116649,0,2084P0800X
116650,0,2084P0800X
116651,0,2084P0800X
116652,0,2084P0800X
116653,0,2084P0800X
116654,0,2084P0800X
116655,0,2084P0800X
116656,0,2084P0800X
116657,0,2084P0800X
116658,0,2084P0800X
116659,0,2084P0800X
116660,0,2084P0800X
116661,0,2084P0800X
116662,0,2084P0800X
116663,0,2084N0400X
116664,0,2084P0800X
116665,1,2084P0800X
116666,0,207RC0200X
116667,0,2084P0800X
116668,0,2084P0800X
116669,0,2084P0800X
116670,0,2084P0800X
